Index,TokensCount,TypesCount,TypesCountMean,TypesCountStdDev,Sentences,Language,Modified,Title,Author
283,4130,1149,3.59443,12.178586,183,en,1704194868943,John_F._Kennedy_1961-07-25,
284,4502,1263,3.564529,12.980312,210,en,1704194868943,John_F._Kennedy_1961-09-25,
285,1904,695,2.7395682,7.3513966,61,en,1704194868943,John_F._Kennedy_1961-10-12,
286,1039,409,2.5403423,4.996956,34,en,1704194869039,John_F._Kennedy_1961-11-11,
287,2116,714,2.9635854,7.6175275,88,en,1704194868943,John_F._Kennedy_1961-11-16,
288,6636,1489,4.456682,16.941977,211,en,1704194868943,John_F._Kennedy_1961-12-06,
289,4205,966,4.353002,13.861664,147,en,1704194868943,John_F._Kennedy_1961-12-07,
290,464,196,2.367347,3.5816848,18,en,1704194869039,John_F._Kennedy_1961-12-11,
291,6575,1872,3.5122864,16.162651,262,en,1704194868943,John_F._Kennedy_1962-01-11,
292,2269,771,2.9429312,9.506081,95,en,1704194868947,John_F._Kennedy_1962-03-23,
293,2363,756,3.1256614,8.878806,78,en,1704194868947,John_F._Kennedy_1962-06-06,
294,3888,1133,3.4315975,12.055083,157,en,1704194868947,John_F._Kennedy_1962-06-11,
295,2217,774,2.864341,8.129033,81,en,1704194868947,John_F._Kennedy_1962-09-12,
296,1136,436,2.6055045,6.716962,41,en,1704194869039,John_F._Kennedy_1962-09-30,
297,2445,801,3.0524344,8.891133,83,en,1704194868947,John_F._Kennedy_1962-10-22,
298,5430,1564,3.471867,13.958575,217,en,1704194868947,John_F._Kennedy_1963-01-14,
299,2025,670,3.022388,8.744733,80,en,1704194868947,John_F._Kennedy_1963-05-18,
300,2193,764,2.8704188,8.377885,67,en,1704194868947,John_F._Kennedy_1963-06-05,
301,3447,1056,3.2642045,10.68734,152,en,1704194868947,John_F._Kennedy_1963-06-10,
302,2003,642,3.1199377,7.9704766,79,en,1704194868947,John_F._Kennedy_1963-06-11,
303,674,262,2.572519,4.3961506,26,en,1704194869039,John_F._Kennedy_1963-06-26,
304,3126,906,3.4503312,10.409741,129,en,1704194868947,John_F._Kennedy_1963-07-26,
305,3560,1087,3.275069,11.819263,162,en,1704194868947,John_F._Kennedy_1963-09-20,
306,3763,1006,3.7405567,12.926862,123,en,1704194868947,John_F._Kennedy_1963-09-26,
307,1870,647,2.8902628,7.7162538,79,en,1704194868947,John_F._Kennedy_1963-10-26,
308,707,274,2.580292,4.6664314,35,en,1704194869039,Lyndon_B._Johnson_1963-05-30,
309,1640,566,2.8975265,7.6595774,73,en,1704194869039,Lyndon_B._Johnson_1963-11-27,
310,2056,397,5.178841,10.147187,92,en,1704194868947,Lyndon_B._Johnson_1963-11-28,
311,3086,544,5.6727943,14.797327,134,en,1704194868947,Lyndon_B._Johnson_1963-12-17,
312,3221,1032,3.121124,9.765429,131,en,1704194868947,Lyndon_B._Johnson_1964-01-08,
313,3988,1105,3.6090498,12.656452,194,en,1704194868947,Lyndon_B._Johnson_1964-02-01,
314,1178,486,2.4238684,5.790266,55,en,1704194869039,Lyndon_B._Johnson_1964-02-21,
315,8556,1106,7.7359858,27.094921,436,en,1704194868951,Lyndon_B._Johnson_1964-02-29,
316,4728,1192,3.966443,13.346404,260,en,1704194868951,Lyndon_B._Johnson_1964-03-07,
317,4605,1180,3.9025424,13.750404,241,en,1704194868951,Lyndon_B._Johnson_1964-04-16,
318,8754,1232,7.1055193,26.06463,408,en,1704194868951,Lyndon_B._Johnson_1964-04-20,
319,4505,1161,3.8802757,13.939536,231,en,1704194868951,Lyndon_B._Johnson_1964-05-06,
320,1820,614,2.9641693,7.5852103,97,en,1704194869043,Lyndon_B._Johnson_1964-05-22,
321,1036,435,2.3816092,5.248799,60,en,1704194869043,Lyndon_B._Johnson_1964-07-02,
322,4525,1101,4.1099,14.418161,223,en,1704194868951,Lyndon_B._Johnson_1964-07-24,
323,549,252,2.1785715,3.706871,22,en,1704194869043,Lyndon_B._Johnson_1964-08-04,
324,1097,386,2.841969,6.77301,55,en,1704194869043,Lyndon_B._Johnson_1964-08-05,
325,4608,645,7.144186,19.436455,272,en,1704194868951,Lyndon_B._Johnson_1964-08-27,
326,4297,1175,3.6570213,12.3888855,210,en,1704194868951,Lyndon_B._Johnson_1964-10-09,
327,3906,641,6.0936036,14.843474,248,en,1704194868951,Lyndon_B._Johnson_1964-10-18,
328,4385,1220,3.5942624,13.8372755,254,en,1704194868951,Lyndon_B._Johnson_1965-01-04,
329,1489,530,2.809434,6.5199637,95,en,1704194869043,Lyndon_B._Johnson_1965-01-20,
330,4503,1025,4.393171,15.54701,200,en,1704194868951,Lyndon_B._Johnson_1965-02-04,
331,3908,948,4.122363,13.752289,179,en,1704194868955,Lyndon_B._Johnson_1965-03-13,
332,3735,963,3.8785048,12.687791,199,en,1704194868955,Lyndon_B._Johnson_1965-03-15,
333,4801,1225,3.9191837,14.226948,227,en,1704194868955,Lyndon_B._Johnson_1965-03-20,
334,929,359,2.5877438,5.0899687,39,en,1704194869043,Lyndon_B._Johnson_1965-03-26,
335,769,353,2.1784704,4.4472146,27,en,1704194869043,Lyndon_B._Johnson_1965-03-26_2,
336,5725,832,6.8810096,19.769588,371,en,1704194868955,Lyndon_B._Johnson_1965-04-07,
337,4676,1238,3.7770598,13.225012,247,en,1704194868955,Lyndon_B._Johnson_1965-04-27,
338,247,130,1.9,2.6816921,13,en,1704194869043,Lyndon_B._Johnson_1965-04-28,
339,2665,772,3.4520726,10.70869,125,en,1704194868955,Lyndon_B._Johnson_1965-05-02,
340,2469,809,3.051916,8.789467,137,en,1704194868955,Lyndon_B._Johnson_1965-05-13,
341,4581,1159,3.9525454,14.492759,215,en,1704194868955,Lyndon_B._Johnson_1965-06-01,
342,2831,875,3.2354286,10.906063,169,en,1704194868955,Lyndon_B._Johnson_1965-06-04,
343,1128,442,2.5520363,5.5047503,47,en,1704194869043,Lyndon_B._Johnson_1965-06-11,
344,3678,662,5.555891,17.801027,162,en,1704194868955,Lyndon_B._Johnson_1965-06-25,
345,4277,1081,3.9565217,13.567628,223,en,1704194868955,Lyndon_B._Johnson_1965-07-13,
346,5245,1264,4.149525,15.160183,247,en,1704194868955,Lyndon_B._Johnson_1965-07-28,
347,1867,625,2.9872,7.8941207,100,en,1704194868955,Lyndon_B._Johnson_1965-08-06,
348,4931,1254,3.932217,14.521174,226,en,1704194868955,Lyndon_B._Johnson_1965-08-25,
349,5564,1382,4.026049,16.530907,253,en,1704194868955,Lyndon_B._Johnson_1966-01-12,
350,808,315,2.5650795,5.0233264,37,en,1704194869043,Lyndon_B._Johnson_1966-01-31,
351,3936,1086,3.6243093,11.688614,200,en,1704194868959,Lyndon_B._Johnson_1966-02-23,
352,1595,589,2.7079797,7.3180623,81,en,1704194869043,Lyndon_B._Johnson_1966-03-23,
353,3846,992,3.877016,12.856069,199,en,1704194868959,Lyndon_B._Johnson_1966-06-30,
354,4922,1262,3.9001584,14.340966,260,en,1704194868959,Lyndon_B._Johnson_1966-07-05,
355,2551,787,3.2414231,9.266491,135,en,1704194868959,Lyndon_B._Johnson_1966-07-12,
356,4090,1069,3.8260057,13.499676,197,en,1704194868959,Lyndon_B._Johnson_1966-07-20,
357,3934,1052,3.7395437,12.660037,203,en,1704194868959,Lyndon_B._Johnson_1966-10-06,
358,839,369,2.2737126,4.435331,47,en,1704194869043,Lyndon_B._Johnson_1966-10-15,
359,320,173,1.849711,2.721675,17,en,1704194869043,Lyndon_B._Johnson_1966-10-17,
360,3197,787,4.0622616,11.600975,193,en,1704194868959,Lyndon_B._Johnson_1966-12-31,
361,14422,1715,8.409329,34.560726,698,en,1704194868959,Lyndon_B._Johnson_1967-01-10,
362,3258,780,4.1769233,12.388117,185,en,1704194868959,Lyndon_B._Johnson_1967-02-02,
363,4446,1066,4.1707315,13.237978,262,en,1704194868959,Lyndon_B._Johnson_1967-03-09,
364,3454,1079,3.201112,10.826913,162,en,1704194868959,Lyndon_B._Johnson_1967-03-15,
365,901,349,2.581662,5.845453,35,en,1704194869047,Lyndon_B._Johnson_1967-07-24,
366,1920,706,2.7195468,6.882651,111,en,1704194868959,Lyndon_B._Johnson_1967-07-27,
367,4358,1036,4.2065635,14.961845,253,en,1704194868959,Lyndon_B._Johnson_1967-08-18,
368,2819,882,3.196145,9.70104,141,en,1704194868963,Lyndon_B._Johnson_1967-09-29,
369,5542,1206,4.5953565,15.99519,326,en,1704194868963,Lyndon_B._Johnson_1967-11-17,
370,8973,1506,5.9581676,23.937716,601,en,1704194868963,Lyndon_B._Johnson_1967-12-19,
371,9894,1320,7.4954543,27.688454,506,en,1704194868963,Lyndon_B._Johnson_1968-01-17,
372,4117,1113,3.6990116,12.421558,192,en,1704194868963,Lyndon_B._Johnson_1968-03-31,
373,2614,794,3.2921915,9.386624,112,en,1704194868963,Lyndon_B._Johnson_1968-04-01,
374,420,114,3.6842105,4.3605547,14,en,1704194869047,Lyndon_B._Johnson_1968-04-03,
375,690,297,2.3232324,4.256541,36,en,1704194869047,Lyndon_B._Johnson_1968-04-11,
376,1144,450,2.5422223,6.6217732,50,en,1704194869047,Lyndon_B._Johnson_1968-07-01,
377,2102,627,3.352472,8.798517,82,en,1704194868963,Lyndon_B._Johnson_1968-10-31,
378,8254,1131,7.2979665,26.39842,386,en,1704194868963,Lyndon_B._Johnson_1969-01-14,
379,4684,953,4.915005,15.57808,239,en,1704194868963,Richard_M._Nixon_1952-09-23,
380,2126,707,3.0070722,8.478515,103,en,1704194868963,Richard_M._Nixon_1969-01-20,
381,4566,1104,4.1358695,14.254061,220,en,1704194868963,Richard_M._Nixon_1969-11-03,
382,4485,1190,3.7689075,14.017155,197,en,1704194868963,Richard_M._Nixon_1970-01-22,
383,2719,766,3.5496085,9.8384075,130,en,1704194868963,Richard_M._Nixon_1970-04-30,
384,4541,1064,4.267857,15.187343,191,en,1704194868967,Richard_M._Nixon_1971-01-22,
385,3547,992,3.575605,12.033016,161,en,1704194868967,Richard_M._Nixon_1971-02-25,
386,2595,733,3.5402455,9.667283,116,en,1704194868967,Richard_M._Nixon_1971-04-07,
387,271,146,1.8561643,2.2252152,11,en,1704194869047,Richard_M._Nixon_1971-05-20,
388,4006,1101,3.6385105,12.832705,172,en,1704194868967,Richard_M._Nixon_1972-01-20,
389,2529,709,3.5669959,9.32693,120,en,1704194868967,Richard_M._Nixon_1972-01-25,
390,2234,673,3.3194652,8.250029,117,en,1704194868967,Richard_M._Nixon_1972-05-08,
391,594,238,2.4957983,3.930566,23,en,1704194869047,Richard_M._Nixon_1972-11-06,
392,702,266,2.6390977,4.2918763,15,en,1704194869047,Richard_M._Nixon_1972-11-07,
393,1806,509,3.5481336,7.851986,68,en,1704194869047,Richard_M._Nixon_1973-01-20,
394,1255,418,3.0023923,6.794517,51,en,1704194869047,Richard_M._Nixon_1973-01-23,
395,2770,828,3.3454106,10.271479,111,en,1704194868967,Richard_M._Nixon_1973-04-30,
396,3624,987,3.6717324,12.147823,149,en,1704194868967,Richard_M._Nixon_1973-08-15,
397,5187,1178,4.403226,16.299227,203,en,1704194868967,Richard_M._Nixon_1974-01-30,
398,5392,1113,4.8445644,17.946316,199,en,1704194868967,Richard_M._Nixon_1974-02-25,
399,4798,1149,4.175805,14.829474,175,en,1704194868967,Richard_M._Nixon_1974-04-29,
400,1805,540,3.3425925,8.735616,60,en,1704194869047,Richard_M._Nixon_1974-08-08,
401,1818,502,3.6215138,7.555528,94,en,1704194869047,Richard_M._Nixon_1974-08-09,
402,4636,1321,3.5094626,11.814479,230,en,1704194868967,Ronald_Reagan_1964-10-27,
403,773,312,2.477564,3.870842,31,en,1704194869047,Ronald_Reagan_1976-08-19,
404,3682,1110,3.3171172,10.92991,168,en,1704194868967,Ronald_Reagan_1979-11-13,
405,4675,1309,3.5714285,12.685401,201,en,1704194868971,Ronald_Reagan_1980-07-17,
406,2429,849,2.861013,8.113697,127,en,1704194868971,Ronald_Reagan_1981-01-20,
407,4480,1114,4.021544,13.31259,210,en,1704194868971,Ronald_Reagan_1981-01-29,
408,2424,833,2.909964,8.122577,123,en,1704194868971,Ronald_Reagan_1981-04-28,
409,3251,1041,3.1229587,9.452933,149,en,1704194868971,Ronald_Reagan_1981-05-17,
410,3913,1185,3.3021097,10.659259,183,en,1704194868971,Ronald_Reagan_1981-06-29,
411,3482,1027,3.3904576,9.718876,176,en,1704194868971,Ronald_Reagan_1981-07-27,
412,2465,628,3.9251592,9.934673,180,en,1704194868971,Ronald_Reagan_1981-08-03,
413,3272,1006,3.252485,10.268431,163,en,1704194868971,Ronald_Reagan_1981-11-18,
414,2183,791,2.7597978,7.9925885,105,en,1704194868971,Ronald_Reagan_1981-12-23,
415,5206,1479,3.5199459,13.03148,248,en,1704194868971,Ronald_Reagan_1982-01-26,
416,4435,1400,3.1678572,12.275593,198,en,1704194868971,Ronald_Reagan_1982-06-08,
417,3442,1067,3.225867,10.497948,181,en,1704194868971,Ronald_Reagan_1982-06-09,
418,3525,1131,3.116711,10.812096,181,en,1704194868971,Ronald_Reagan_1982-06-17,
419,3071,893,3.4389699,8.857487,165,en,1704194868971,Ronald_Reagan_1982-08-16,
420,2938,836,3.514354,11.922847,131,en,1704194868971,Ronald_Reagan_1982-09-01,
421,1277,454,2.8127754,6.2191553,64,en,1704194869051,Ronald_Reagan_1982-09-20,
