Index,TokensCount,TypesCount,TypesCountMean,TypesCountStdDev,Sentences,Language,Modified,Title,Author
360,6288,1296,4.851852,19.064766,353,en,1704194852623,Theodore_Roosevelt_1903-11-16,
361,15003,2896,5.180594,37.729603,504,en,1704194852623,Theodore_Roosevelt_1903-12-07,
362,3864,784,4.928571,22.749792,81,en,1704194852623,Theodore_Roosevelt_1903-12-07_2,
363,2221,516,4.3042636,14.028766,30,en,1704194852623,Theodore_Roosevelt_1904-02-11,
364,17508,3176,5.512594,37.16658,530,en,1704194852627,Theodore_Roosevelt_1904-12-06,
365,923,412,2.2402914,4.606462,33,en,1704194853039,Theodore_Roosevelt_1905-03-04,
366,25176,3746,6.720769,49.593456,794,en,1704194852627,Theodore_Roosevelt_1905-12-05,
367,1117,440,2.5386364,6.3452926,34,en,1704194853039,Theodore_Roosevelt_1906-01-08,
368,954,368,2.5923913,6.135362,34,en,1704194853039,Theodore_Roosevelt_1906-06-04,
369,23675,3748,6.3167024,46.82707,664,en,1704194852627,Theodore_Roosevelt_1906-12-03,
370,1503,522,2.8793104,8.209282,55,en,1704194853039,Theodore_Roosevelt_1906-12-11,
371,12088,2208,5.4746375,30.79369,407,en,1704194852627,Theodore_Roosevelt_1906-12-17,
372,4468,1149,3.8885987,16.642525,137,en,1704194852631,Theodore_Roosevelt_1906-12-19,
373,27514,3936,6.9903455,53.959763,867,en,1704194852631,Theodore_Roosevelt_1907-12-03,
374,2599,792,3.2815657,11.136449,76,en,1704194852631,Theodore_Roosevelt_1908-03-25,
375,19520,3312,5.8937197,41.2105,620,en,1704194852631,Theodore_Roosevelt_1908-12-09,
376,1730,680,2.5441177,7.8990946,41,en,1704194853043,Thomas_Jefferson_1801-03-04,
377,1212,477,2.5408804,6.185245,45,en,1704194853043,Thomas_Jefferson_1801-07-12,
378,3229,1039,3.107796,11.285826,92,en,1704194852631,Thomas_Jefferson_1801-12-08,
379,234,139,1.6834532,2.1704068,5,en,1704194853043,Thomas_Jefferson_1802-01-01,
380,910,354,2.5706215,5.0089817,33,en,1704194853043,Thomas_Jefferson_1802-11-03,
381,2121,760,2.7907894,8.879351,59,en,1704194852631,Thomas_Jefferson_1802-12-15,
382,1283,530,2.4207547,6.9721527,32,en,1704194853043,Thomas_Jefferson_1803-01-18,
383,2338,794,2.9445844,10.270218,55,en,1704194852631,Thomas_Jefferson_1803-06-20,
384,1753,684,2.5628655,7.825915,37,en,1704194852631,Thomas_Jefferson_1803-10-17,
385,1140,392,2.9081633,6.1166606,44,en,1704194853043,Thomas_Jefferson_1803-12-17,
386,2098,715,2.9342659,9.9154625,50,en,1704194852631,Thomas_Jefferson_1804-11-08,
387,2151,776,2.7719073,8.300068,39,en,1704194852635,Thomas_Jefferson_1805-03-04,
388,2890,942,3.0679405,11.368508,77,en,1704194852635,Thomas_Jefferson_1805-12-03,
389,993,410,2.4219513,5.416628,28,en,1704194853043,Thomas_Jefferson_1805-12-06,
390,848,326,2.601227,4.977537,37,en,1704194853043,Thomas_Jefferson_1806-01-10,
391,425,194,2.1907218,4.117411,5,en,1704194853043,Thomas_Jefferson_1806-11-27,
392,2870,918,3.1263616,10.981165,73,en,1704194852635,Thomas_Jefferson_1806-12-02,
393,1165,369,3.1571815,6.699871,38,en,1704194853043,Thomas_Jefferson_1806-12-30,
394,1523,555,2.7441442,8.734932,36,en,1704194853043,Thomas_Jefferson_1807-01-22,
395,1140,452,2.5221238,6.4524145,36,en,1704194853043,Thomas_Jefferson_1807-02-10,
396,1174,433,2.7113163,7.288835,23,en,1704194853043,Thomas_Jefferson_1807-07-02,
397,2367,819,2.8901098,9.492508,60,en,1704194852635,Thomas_Jefferson_1807-10-27,
398,2681,917,2.923664,11.226462,54,en,1704194852635,Thomas_Jefferson_1808-11-08,
399,337,178,1.8932585,3.0392647,10,en,1704194853043,Thomas_Jefferson_1809-04-03,
400,1063,476,2.2331932,5.2256684,40,en,1704194853043,Ulysses_S._Grant_1869-03-04,
401,612,245,2.4979591,5.41448,6,en,1704194853043,Ulysses_S._Grant_1869-04-07,
402,825,302,2.7317882,6.317006,13,en,1704194853043,Ulysses_S._Grant_1869-05-14,
403,166,90,1.8444444,2.476456,6,en,1704194853043,Ulysses_S._Grant_1869-05-19,
404,7723,1809,4.2692094,24.657251,242,en,1704194852635,Ulysses_S._Grant_1869-12-06,
405,1003,400,2.5075,7.013052,27,en,1704194853043,Ulysses_S._Grant_1870-03-30,
406,272,134,2.0298507,3.3424594,6,en,1704194853043,Ulysses_S._Grant_1870-05-24,
407,1087,468,2.3226495,6.2940574,30,en,1704194853043,Ulysses_S._Grant_1870-05-31,
408,2545,832,3.0588942,12.200497,61,en,1704194852635,Ulysses_S._Grant_1870-06-13,
409,5697,1530,3.7235293,19.374422,144,en,1704194852635,Ulysses_S._Grant_1870-07-14,
410,1707,464,3.6788793,11.741194,29,en,1704194853043,Ulysses_S._Grant_1870-08-22,
411,8767,2068,4.239362,26.06245,264,en,1704194852635,Ulysses_S._Grant_1870-12-05,
412,563,236,2.3855932,5.972957,13,en,1704194853043,Ulysses_S._Grant_1871-02-07,
413,253,123,2.0569105,2.6896913,6,en,1704194853043,Ulysses_S._Grant_1871-02-15,
414,507,227,2.2334802,5.2006745,12,en,1704194853043,Ulysses_S._Grant_1871-05-03,
415,821,243,3.3786008,8.2194,7,en,1704194853043,Ulysses_S._Grant_1871-10-17,
416,6466,1675,3.8602984,22.150745,208,en,1704194852635,Ulysses_S._Grant_1871-12-04,
417,1437,469,3.0639658,8.5029,27,en,1704194853047,Ulysses_S._Grant_1871-12-19,
418,10062,2182,4.611366,30.949104,285,en,1704194852639,Ulysses_S._Grant_1872-12-02,
419,1256,559,2.2468693,5.8450623,43,en,1704194853047,Ulysses_S._Grant_1873-03-04,
420,10053,2228,4.5121183,28.550577,288,en,1704194852639,Ulysses_S._Grant_1873-12-01,
421,1488,513,2.9005847,8.216543,39,en,1704194853047,Ulysses_S._Grant_1874-04-22,
422,457,173,2.6416185,5.1915517,6,en,1704194853047,Ulysses_S._Grant_1874-09-15,
423,9838,2117,4.6471424,28.815685,287,en,1704194852639,Ulysses_S._Grant_1874-12-07,
424,4887,1247,3.9190056,17.738216,131,en,1704194852639,Ulysses_S._Grant_1875-01-13,
425,1078,408,2.6421568,6.536188,25,en,1704194853047,Ulysses_S._Grant_1875-01-14,
426,412,198,2.0808082,3.927456,11,en,1704194853047,Ulysses_S._Grant_1875-04-18,
427,12234,2460,4.9731708,32.231903,331,en,1704194852639,Ulysses_S._Grant_1875-12-07,
428,2784,693,4.017316,14.364062,67,en,1704194852639,Ulysses_S._Grant_1876-05-04,
429,299,154,1.9415585,3.5262544,8,en,1704194853047,Ulysses_S._Grant_1876-06-26,
430,6812,1686,4.0403323,23.79077,189,en,1704194852639,Ulysses_S._Grant_1876-12-05,
431,866,339,2.5545723,6.7411437,20,en,1704194853047,Ulysses_S._Grant_1877-01-29,
432,436,228,1.9122807,3.3108058,17,en,1704194853047,Warren_G._Harding_1917-04-04,
433,543,271,2.00369,3.9143593,28,en,1704194853047,Warren_G._Harding_1919-09-11,
434,491,244,2.012295,3.6055303,26,en,1704194853047,Warren_G._Harding_1920-01-20,
435,549,286,1.9195805,3.329375,20,en,1704194853047,Warren_G._Harding_1920-05-14,
436,6866,1778,3.8616424,19.710966,269,en,1704194852639,Warren_G._Harding_1920-06-12,
437,513,255,2.0117648,3.9797542,28,en,1704194853047,Warren_G._Harding_1920-07-22,
438,526,248,2.1209676,3.8221445,23,en,1704194853047,Warren_G._Harding_1920-07-22_2,
439,545,257,2.1206226,4.246902,28,en,1704194853047,Warren_G._Harding_1920-07-22_3,
440,557,251,2.2191236,4.143886,25,en,1704194853047,Warren_G._Harding_1920-07-22_4,
441,550,279,1.9713261,3.4991112,32,en,1704194853047,Warren_G._Harding_1920-07-22_5,
442,479,246,1.9471545,3.0252764,23,en,1704194853047,Warren_G._Harding_1920-08-25,
443,355,184,1.9293479,3.3257413,13,en,1704194853047,Warren_G._Harding_1920-08-28,
444,3308,1142,2.8966725,10.427573,148,en,1704194852643,Warren_G._Harding_1921-03-04,
445,546,249,2.1927712,3.6482139,29,en,1704194853047,Warren_G._Harding_1921-03-31,
446,691,316,2.186709,3.4887502,33,en,1704194853047,Warren_G._Harding_1921-05-23,
447,550,273,2.014652,3.3693807,29,en,1704194853047,Warren_G._Harding_1921-11-12,
448,5613,1565,3.5865815,16.204052,208,en,1704194852643,Warren_G._Harding_1921-12-06,
449,5765,1608,3.585199,16.898178,224,en,1704194852643,Warren_G._Harding_1922-12-08,
450,8459,1808,4.6786504,27.567719,211,en,1704194852643,William_Harrison_1841-03-04,
451,3702,1315,2.8152092,11.835828,130,en,1704194852643,William_McKinley_1897-03-04,
452,975,352,2.7698863,6.805051,30,en,1704194853047,William_McKinley_1897-03-15,
453,213,128,1.6640625,2.3885467,8,en,1704194853047,William_McKinley_1897-05-17,
454,577,262,2.20229,4.4593863,20,en,1704194853047,William_McKinley_1897-07-24,
455,12157,2511,4.8414974,33.057266,374,en,1704194852643,William_McKinley_1897-12-06,
456,5823,1581,3.683112,20.171452,151,en,1704194852643,William_McKinley_1898-04-11,
457,445,186,2.3924732,4.9013786,7,en,1704194853047,William_McKinley_1898-04-22,
458,321,152,2.1118422,4.0486274,5,en,1704194853047,William_McKinley_1898-04-23,
459,20293,3801,5.338858,46.06936,605,en,1704194852643,William_McKinley_1898-12-05,
460,22899,3912,5.8535275,50.478664,699,en,1704194852647,William_McKinley_1899-12-05,
461,2026,776,2.6108248,8.780659,77,en,1704194852647,William_McKinley_1900-07-12,
462,19213,3684,5.2152553,44.048428,590,en,1704194852647,William_McKinley_1900-12-03,
463,2074,859,2.4144354,8.46193,101,en,1704194852647,William_McKinley_1901-03-04,
464,2198,833,2.6386554,9.251445,102,en,1704194852647,William_McKinley_1901-09-05,
465,5075,1598,3.175845,15.646206,159,en,1704194852647,William_Taft_1909-03-04,
466,329,168,1.9583334,3.5144768,11,en,1704194853051,William_Taft_1909-03-16,
467,1178,430,2.7395349,7.6622815,33,en,1704194853051,William_Taft_1909-06-16,
468,7755,1390,5.579137,26.334133,226,en,1704194852647,William_Taft_1909-11-17,
469,13940,2556,5.453834,38.96156,379,en,1704194852651,William_Taft_1909-12-07,
470,8214,1551,5.295938,26.9557,152,en,1704194852651,William_Taft_1910-01-07,
471,4068,1025,3.9687805,17.917372,102,en,1704194852651,William_Taft_1910-01-14,
472,23602,3514,6.7165623,55.35254,708,en,1704194852651,William_Taft_1910-12-06,
473,2290,788,2.9060915,9.556297,77,en,1704194852651,William_Taft_1911-01-26,
474,2290,788,2.9060915,9.556297,77,en,1704194852651,William_Taft_1911-01-26_2,
475,23803,3605,6.602774,53.292633,696,en,1704194852651,William_Taft_1911-12-05,
476,25268,3805,6.640736,55.333187,721,en,1704194852655,William_Taft_1912-12-03,
477,1604,664,2.4156628,6.322084,68,en,1704194853051,Woodrow_Wilson_1913-03-04,
478,1157,458,2.5262008,5.844481,37,en,1704194853051,Woodrow_Wilson_1913-04-08,
479,1183,431,2.7447796,6.5560064,48,en,1704194853051,Woodrow_Wilson_1913-06-23,
480,1264,468,2.7008548,5.9821506,68,en,1704194853051,Woodrow_Wilson_1913-07-04,
481,1954,606,3.2244225,8.071732,70,en,1704194852655,Woodrow_Wilson_1913-10-25,
482,3562,1045,3.4086125,13.847573,109,en,1704194852655,Woodrow_Wilson_1913-12-02,
483,2525,767,3.292047,10.833091,76,en,1704194852655,Woodrow_Wilson_1914-01-20,
484,1307,464,2.8168104,7.1683593,39,en,1704194853051,Woodrow_Wilson_1914-04-20,
485,945,348,2.7155173,5.235337,37,en,1704194853051,Woodrow_Wilson_1914-05-30,
486,3230,787,4.104193,12.484569,122,en,1704194852655,Woodrow_Wilson_1914-07-04,
487,631,290,2.175862,4.088989,16,en,1704194853051,Woodrow_Wilson_1914-08-20,
488,1078,381,2.8293962,7.029994,37,en,1704194853051,Woodrow_Wilson_1914-10-20,
489,4545,1155,3.935065,14.838359,171,en,1704194852655,Woodrow_Wilson_1914-12-08,
490,859,372,2.3091397,5.321332,29,en,1704194853051,Woodrow_Wilson_1915-01-28,
491,7740,1683,4.5989304,21.308731,222,en,1704194852655,Woodrow_Wilson_1915-12-07,
492,1967,596,3.3003356,10.411148,41,en,1704194852655,Woodrow_Wilson_1916-04-19,
493,5532,1386,3.991342,17.592907,188,en,1704194852655,Woodrow_Wilson_1916-09-02,
494,5531,1387,3.9877434,17.584158,187,en,1704194852655,Woodrow_Wilson_1916-09-02_2,
495,1307,444,2.9436936,7.0123386,45,en,1704194853063,Woodrow_Wilson_1916-09-08,
496,2121,682,3.1099706,10.636343,53,en,1704194852655,Woodrow_Wilson_1916-12-05,
497,2687,712,3.7738764,11.645888,91,en,1704194852659,Woodrow_Wilson_1917-01-22,
498,1497,497,3.0120723,9.474704,29,en,1704194853063,Woodrow_Wilson_1917-02-03,
499,1642,574,2.8606272,7.608993,48,en,1704194853063,Woodrow_Wilson_1917-02-26,
500,1431,565,2.5327435,6.188333,59,en,1704194853063,Woodrow_Wilson_1917-03-05,
501,3678,1026,3.5847952,12.902302,102,en,1704194852659,Woodrow_Wilson_1917-04-02,
502,1541,435,3.5425286,10.070027,18,en,1704194853063,Woodrow_Wilson_1917-04-06,
503,1728,566,3.0530035,9.5963125,48,en,1704194853063,Woodrow_Wilson_1917-04-16,
504,1918,503,3.8131213,10.642921,48,en,1704194852659,Woodrow_Wilson_1917-05-18,
505,3929,1058,3.7136106,14.218268,137,en,1704194852659,Woodrow_Wilson_1917-12-04,
506,2502,760,3.2921052,10.882482,80,en,1704194852659,Woodrow_Wilson_1918-01-08,
507,5479,1405,3.8996441,17.17753,159,en,1704194852659,Woodrow_Wilson_1918-12-02,
508,4759,1337,3.5594616,16.131187,162,en,1704194852659,Woodrow_Wilson_1919-12-02,
509,2711,867,3.1268742,12.441737,72,en,1704194852659,Woodrow_Wilson_1920-12-07,
510,1091,481,2.2681913,6.6633954,22,en,1704194853067,Zachary_Taylor_1849-03-05,
511,7639,1779,4.2939854,24.931393,205,en,1704194852659,Zachary_Taylor_1849-12-04,
512,1679,558,3.0089605,9.411113,33,en,1704194853067,Zachary_Taylor_1850-01-23,
513,986,365,2.7013698,6.753601,23,en,1704194853067,Zachary_Taylor_1850-04-22,
